"COU","Country","SEX","Sex","IND","Indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GBR","United Kingdom","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1999","1999","WEEK","Weeks","0","Units",,,18,,
"GBR","United Kingdom","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2000","2000","WEEK","Weeks","0","Units",,,18,,
"GBR","United Kingdom","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2001","2001","WEEK","Weeks","0","Units",,,18,,
"GBR","United Kingdom","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2002","2002","WEEK","Weeks","0","Units",,,18,,
"GBR","United Kingdom","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2003","2003","WEEK","Weeks","0","Units",,,26,,
"GBR","United Kingdom","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2004","2004","WEEK","Weeks","0","Units",,,26,,
"GBR","United Kingdom","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2005","2005","WEEK","Weeks","0","Units",,,26,,
"GBR","United Kingdom","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2006","2006","WEEK","Weeks","0","Units",,,26,,
"GBR","United Kingdom","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2007","2007","WEEK","Weeks","0","Units",,,39,,
"GBR","United Kingdom","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2008","2008","WEEK","Weeks","0","Units",,,39,,
"GBR","United Kingdom","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2009","2009","WEEK","Weeks","0","Units",,,39,,
"GBR","United Kingdom","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2010","2010","WEEK","Weeks","0","Units",,,39,,
"GBR","United Kingdom","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2011","2011","WEEK","Weeks","0","Units",,,39,,
"GBR","United Kingdom","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2012","2012","WEEK","Weeks","0","Units",,,39,,
"GBR","United Kingdom","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2013","2013","WEEK","Weeks","0","Units",,,39,,
"GBR","United Kingdom","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2014","2014","WEEK","Weeks","0","Units",,,39,,
"GBR","United Kingdom","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2015","2015","WEEK","Weeks","0","Units",,,39,,
"GBR","United Kingdom","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2016","2016","WEEK","Weeks","0","Units",,,39,,
"GBR","United Kingdom","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2017","2017","WEEK","Weeks","0","Units",,,39,,
"GBR","United Kingdom","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2018","2018","WEEK","Weeks","0","Units",,,39,,
"KOR","Korea","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1990","1990","WEEK","Weeks","0","Units",,,8.5,,
"KOR","Korea","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1991","1991","WEEK","Weeks","0","Units",,,8.5,,
"KOR","Korea","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1992","1992","WEEK","Weeks","0","Units",,,8.5,,
"KOR","Korea","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1993","1993","WEEK","Weeks","0","Units",,,8.5,,
"KOR","Korea","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1994","1994","WEEK","Weeks","0","Units",,,8.5,,
"KOR","Korea","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1995","1995","WEEK","Weeks","0","Units",,,8.5,,
"KOR","Korea","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1996","1996","WEEK","Weeks","0","Units",,,8.5,,
"KOR","Korea","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1997","1997","WEEK","Weeks","0","Units",,,8.5,,
"KOR","Korea","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1998","1998","WEEK","Weeks","0","Units",,,8.5,,
"KOR","Korea","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1999","1999","WEEK","Weeks","0","Units",,,8.5,,
"KOR","Korea","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2000","2000","WEEK","Weeks","0","Units",,,8.5,,
"KOR","Korea","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2001","2001","WEEK","Weeks","0","Units",,,8.5,,
"KOR","Korea","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2002","2002","WEEK","Weeks","0","Units",,,58.4,,
"KOR","Korea","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2003","2003","WEEK","Weeks","0","Units",,,58.4,,
"KOR","Korea","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2004","2004","WEEK","Weeks","0","Units",,,58.4,,
"KOR","Korea","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2005","2005","WEEK","Weeks","0","Units",,,58.4,,
"KOR","Korea","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2006","2006","WEEK","Weeks","0","Units",,,58.4,,
"KOR","Korea","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2007","2007","WEEK","Weeks","0","Units",,,58.4,,
"KOR","Korea","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2008","2008","WEEK","Weeks","0","Units",,,64.9,,
"KOR","Korea","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2009","2009","WEEK","Weeks","0","Units",,,64.9,,
"KOR","Korea","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2010","2010","WEEK","Weeks","0","Units",,,64.9,,
"KOR","Korea","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2011","2011","WEEK","Weeks","0","Units",,,64.9,,
"KOR","Korea","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2012","2012","WEEK","Weeks","0","Units",,,64.9,,
"KOR","Korea","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2013","2013","WEEK","Weeks","0","Units",,,64.9,,
"KOR","Korea","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2014","2014","WEEK","Weeks","0","Units",,,64.9,,
"KOR","Korea","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2015","2015","WEEK","Weeks","0","Units",,,64.9,,
"KOR","Korea","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2016","2016","WEEK","Weeks","0","Units",,,64.9,,
"KOR","Korea","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2017","2017","WEEK","Weeks","0","Units",,,64.9,,
"KOR","Korea","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2018","2018","WEEK","Weeks","0","Units",,,64.9,,
"AUT","Austria","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1990","1990","WEEK","Weeks","0","Units",,,60,,
"AUT","Austria","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1991","1991","WEEK","Weeks","0","Units",,,112,,
"AUT","Austria","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1992","1992","WEEK","Weeks","0","Units",,,112,,
"AUT","Austria","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1993","1993","WEEK","Weeks","0","Units",,,112,,
"AUT","Austria","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1994","1994","WEEK","Weeks","0","Units",,,112,,
"AUT","Austria","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1995","1995","WEEK","Weeks","0","Units",,,112,,
"AUT","Austria","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1996","1996","WEEK","Weeks","0","Units",,,112,,
"AUT","Austria","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1997","1997","WEEK","Weeks","0","Units",,,86,,
"AUT","Austria","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1998","1998","WEEK","Weeks","0","Units",,,86,,
"AUT","Austria","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1999","1999","WEEK","Weeks","0","Units",,,86,,
"AUT","Austria","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2000","2000","WEEK","Weeks","0","Units",,,86,,
"AUT","Austria","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2001","2001","WEEK","Weeks","0","Units",,,86,,
"AUT","Austria","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2002","2002","WEEK","Weeks","0","Units",,,86,,
"AUT","Austria","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2003","2003","WEEK","Weeks","0","Units",,,86,,
"AUT","Austria","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2004","2004","WEEK","Weeks","0","Units",,,86,,
"AUT","Austria","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2005","2005","WEEK","Weeks","0","Units",,,86,,
"AUT","Austria","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2006","2006","WEEK","Weeks","0","Units",,,86,,
"AUT","Austria","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2007","2007","WEEK","Weeks","0","Units",,,86,,
"AUT","Austria","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2008","2008","WEEK","Weeks","0","Units",,,73,,
"AUT","Austria","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2009","2009","WEEK","Weeks","0","Units",,,73,,
"AUT","Austria","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2010","2010","WEEK","Weeks","0","Units",,,60,,
"AUT","Austria","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2011","2011","WEEK","Weeks","0","Units",,,60,,
"AUT","Austria","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2012","2012","WEEK","Weeks","0","Units",,,60,,
"AUT","Austria","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2013","2013","WEEK","Weeks","0","Units",,,60,,
"AUT","Austria","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2014","2014","WEEK","Weeks","0","Units",,,60,,
"AUT","Austria","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2015","2015","WEEK","Weeks","0","Units",,,60,,
"AUT","Austria","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2016","2016","WEEK","Weeks","0","Units",,,60,,
"AUT","Austria","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2017","2017","WEEK","Weeks","0","Units",,,60,,
"AUT","Austria","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2018","2018","WEEK","Weeks","0","Units",,,60,,
"HUN","Hungary","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1990","1990","WEEK","Weeks","0","Units",,,162,,
"HUN","Hungary","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1991","1991","WEEK","Weeks","0","Units",,,162,,
"HUN","Hungary","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1992","1992","WEEK","Weeks","0","Units",,,160,,
"HUN","Hungary","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1993","1993","WEEK","Weeks","0","Units",,,160,,
"HUN","Hungary","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1994","1994","WEEK","Weeks","0","Units",,,160,,
"HUN","Hungary","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1995","1995","WEEK","Weeks","0","Units",,,160,,
"HUN","Hungary","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1996","1996","WEEK","Weeks","0","Units",,,160,,
"HUN","Hungary","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1997","1997","WEEK","Weeks","0","Units",,,160,,
"HUN","Hungary","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1998","1998","WEEK","Weeks","0","Units",,,160,,
"HUN","Hungary","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1999","1999","WEEK","Weeks","0","Units",,,160,,
"HUN","Hungary","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2000","2000","WEEK","Weeks","0","Units",,,160,,
"HUN","Hungary","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2001","2001","WEEK","Weeks","0","Units",,,160,,
"HUN","Hungary","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2002","2002","WEEK","Weeks","0","Units",,,160,,
"HUN","Hungary","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2003","2003","WEEK","Weeks","0","Units",,,160,,
"HUN","Hungary","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2004","2004","WEEK","Weeks","0","Units",,,160,,
"HUN","Hungary","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2005","2005","WEEK","Weeks","0","Units",,,160,,
"HUN","Hungary","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2006","2006","WEEK","Weeks","0","Units",,,160,,
"HUN","Hungary","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2007","2007","WEEK","Weeks","0","Units",,,160,,
"HUN","Hungary","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2008","2008","WEEK","Weeks","0","Units",,,160,,
"HUN","Hungary","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2009","2009","WEEK","Weeks","0","Units",,,160,,
"HUN","Hungary","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2010","2010","WEEK","Weeks","0","Units",,,160,,
"HUN","Hungary","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2011","2011","WEEK","Weeks","0","Units",,,160,,
"HUN","Hungary","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2012","2012","WEEK","Weeks","0","Units",,,160,,
"HUN","Hungary","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2013","2013","WEEK","Weeks","0","Units",,,160,,
"HUN","Hungary","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2014","2014","WEEK","Weeks","0","Units",,,160,,
"HUN","Hungary","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2015","2015","WEEK","Weeks","0","Units",,,160,,
"HUN","Hungary","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2016","2016","WEEK","Weeks","0","Units",,,160,,
"HUN","Hungary","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2017","2017","WEEK","Weeks","0","Units",,,160,,
"HUN","Hungary","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2018","2018","WEEK","Weeks","0","Units",,,160,,
"AUS","Australia","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1990","1990","WEEK","Weeks","0","Units",,,0,,
"AUS","Australia","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1991","1991","WEEK","Weeks","0","Units",,,0,,
"AUS","Australia","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1992","1992","WEEK","Weeks","0","Units",,,0,,
"AUS","Australia","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1993","1993","WEEK","Weeks","0","Units",,,0,,
"AUS","Australia","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1994","1994","WEEK","Weeks","0","Units",,,0,,
"AUS","Australia","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1995","1995","WEEK","Weeks","0","Units",,,0,,
"AUS","Australia","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1996","1996","WEEK","Weeks","0","Units",,,0,,
"AUS","Australia","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1997","1997","WEEK","Weeks","0","Units",,,0,,
"AUS","Australia","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1998","1998","WEEK","Weeks","0","Units",,,0,,
"AUS","Australia","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1999","1999","WEEK","Weeks","0","Units",,,0,,
"AUS","Australia","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2000","2000","WEEK","Weeks","0","Units",,,0,,
"AUS","Australia","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2001","2001","WEEK","Weeks","0","Units",,,0,,
"AUS","Australia","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2002","2002","WEEK","Weeks","0","Units",,,0,,
"AUS","Australia","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2003","2003","WEEK","Weeks","0","Units",,,0,,
"AUS","Australia","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2004","2004","WEEK","Weeks","0","Units",,,0,,
"AUS","Australia","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2005","2005","WEEK","Weeks","0","Units",,,0,,
"AUS","Australia","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2006","2006","WEEK","Weeks","0","Units",,,0,,
"AUS","Australia","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2007","2007","WEEK","Weeks","0","Units",,,0,,
"AUS","Australia","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2008","2008","WEEK","Weeks","0","Units",,,0,,
"AUS","Australia","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2009","2009","WEEK","Weeks","0","Units",,,0,,
"AUS","Australia","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2010","2010","WEEK","Weeks","0","Units",,,0,,
"AUS","Australia","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2011","2011","WEEK","Weeks","0","Units",,,18,,
"AUS","Australia","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2012","2012","WEEK","Weeks","0","Units",,,18,,
"AUS","Australia","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2013","2013","WEEK","Weeks","0","Units",,,18,,
"AUS","Australia","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2014","2014","WEEK","Weeks","0","Units",,,18,,
"AUS","Australia","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2015","2015","WEEK","Weeks","0","Units",,,18,,
"AUS","Australia","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2016","2016","WEEK","Weeks","0","Units",,,18,,
"AUS","Australia","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2017","2017","WEEK","Weeks","0","Units",,,18,,
"AUS","Australia","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2018","2018","WEEK","Weeks","0","Units",,,18,,
"NOR","Norway","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1990","1990","WEEK","Weeks","0","Units",,,28,,
"NOR","Norway","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1991","1991","WEEK","Weeks","0","Units",,,28,,
"NOR","Norway","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1992","1992","WEEK","Weeks","0","Units",,,35,,
"NOR","Norway","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1993","1993","WEEK","Weeks","0","Units",,,38,,
"NOR","Norway","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1994","1994","WEEK","Weeks","0","Units",,,38,,
"NOR","Norway","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1995","1995","WEEK","Weeks","0","Units",,,38,,
"NOR","Norway","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1996","1996","WEEK","Weeks","0","Units",,,38,,
"NOR","Norway","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1997","1997","WEEK","Weeks","0","Units",,,38,,
"NOR","Norway","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1998","1998","WEEK","Weeks","0","Units",,,38,,
"NOR","Norway","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1999","1999","WEEK","Weeks","0","Units",,,90,,
"NOR","Norway","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2000","2000","WEEK","Weeks","0","Units",,,90,,
"NOR","Norway","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2001","2001","WEEK","Weeks","0","Units",,,90,,
"NOR","Norway","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2002","2002","WEEK","Weeks","0","Units",,,90,,
"NOR","Norway","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2003","2003","WEEK","Weeks","0","Units",,,90,,
"NOR","Norway","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2004","2004","WEEK","Weeks","0","Units",,,90,,
"NOR","Norway","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2005","2005","WEEK","Weeks","0","Units",,,90,,
"NOR","Norway","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2006","2006","WEEK","Weeks","0","Units",,,90,,
"NOR","Norway","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2007","2007","WEEK","Weeks","0","Units",,,90,,
"NOR","Norway","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2008","2008","WEEK","Weeks","0","Units",,,90,,
"NOR","Norway","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2009","2009","WEEK","Weeks","0","Units",,,88,,
"NOR","Norway","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2010","2010","WEEK","Weeks","0","Units",,,88,,
"NOR","Norway","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2011","2011","WEEK","Weeks","0","Units",,,87,,
"NOR","Norway","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2012","2012","WEEK","Weeks","0","Units",,,87,,
"NOR","Norway","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2013","2013","WEEK","Weeks","0","Units",,,87,,
"NOR","Norway","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2014","2014","WEEK","Weeks","0","Units",,,87,,
"NOR","Norway","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2015","2015","WEEK","Weeks","0","Units",,,91,,
"NOR","Norway","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2016","2016","WEEK","Weeks","0","Units",,,91,,
"NOR","Norway","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2017","2017","WEEK","Weeks","0","Units",,,91,,
"NOR","Norway","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2018","2018","WEEK","Weeks","0","Units",,,91,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1990","1990","WEEK","Weeks","0","Units",,,14,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1991","1991","WEEK","Weeks","0","Units",,,14,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1992","1992","WEEK","Weeks","0","Units",,,14,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1993","1993","WEEK","Weeks","0","Units",,,14,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1994","1994","WEEK","Weeks","0","Units",,,58,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1995","1995","WEEK","Weeks","0","Units",,,58,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1996","1996","WEEK","Weeks","0","Units",,,58,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1997","1997","WEEK","Weeks","0","Units",,,58,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1998","1998","WEEK","Weeks","0","Units",,,58,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1999","1999","WEEK","Weeks","0","Units",,,58,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2000","2000","WEEK","Weeks","0","Units",,,58,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2001","2001","WEEK","Weeks","0","Units",,,58,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2002","2002","WEEK","Weeks","0","Units",,,58,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2003","2003","WEEK","Weeks","0","Units",,,58,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2004","2004","WEEK","Weeks","0","Units",,,58,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2005","2005","WEEK","Weeks","0","Units",,,58,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2006","2006","WEEK","Weeks","0","Units",,,58,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2007","2007","WEEK","Weeks","0","Units",,,58,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2008","2008","WEEK","Weeks","0","Units",,,58,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2009","2009","WEEK","Weeks","0","Units",,,58,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2010","2010","WEEK","Weeks","0","Units",,,58,,
